"year","month","pi","ts","time"
1620,9,0,1620.71,"1620-9-15 00:00:00"
1620,10,0,1620.79,"1620-10-15 00:00:00"
1620,11,0,1620.88,"1620-11-15 00:00:00"
1620,12,0,1620.96,"1620-12-15 00:00:00"
1621,1,-2,1621.04,"1621-1-15 00:00:00"
1621,2,0,1621.12,"1621-2-15 00:00:00"
1621,3,0,1621.21,"1621-3-15 00:00:00"
1621,4,0,1621.29,"1621-4-15 00:00:00"
1621,5,0,1621.38,"1621-5-15 00:00:00"
1621,6,-1,1621.46,"1621-6-15 00:00:00"
1621,7,0,1621.54,"1621-7-15 00:00:00"
1621,8,0,1621.62,"1621-8-15 00:00:00"
1621,9,0,1621.71,"1621-9-15 00:00:00"
1621,10,-1,1621.79,"1621-10-15 00:00:00"
1621,11,-2,1621.88,"1621-11-15 00:00:00"
1621,12,0,1621.96,"1621-12-15 00:00:00"
1622,1,0,1622.04,"1622-1-15 00:00:00"
1622,2,-1,1622.12,"1622-2-15 00:00:00"
1622,3,2,1622.21,"1622-3-15 00:00:00"
1622,4,3,1622.29,"1622-4-15 00:00:00"
1622,5,0,1622.38,"1622-5-15 00:00:00"
1622,6,0,1622.46,"1622-6-15 00:00:00"
1622,7,1,1622.54,"1622-7-15 00:00:00"
1622,8,0,1622.62,"1622-8-15 00:00:00"
1622,9,-1,1622.71,"1622-9-15 00:00:00"
1622,10,0,1622.79,"1622-10-15 00:00:00"
1622,11,0,1622.88,"1622-11-15 00:00:00"
1622,12,0,1622.96,"1622-12-15 00:00:00"
1623,1,-1,1623.04,"1623-1-15 00:00:00"
1623,2,-1,1623.12,"1623-2-15 00:00:00"
1623,3,-2,1623.21,"1623-3-15 00:00:00"
1623,4,-2,1623.29,"1623-4-15 00:00:00"
1623,5,3,1623.38,"1623-5-15 00:00:00"
1623,6,3,1623.46,"1623-6-15 00:00:00"
1623,7,-3,1623.54,"1623-7-15 00:00:00"
1623,8,-2,1623.62,"1623-8-15 00:00:00"
1623,9,0,1623.71,"1623-9-15 00:00:00"
1623,10,-1,1623.79,"1623-10-15 00:00:00"
1623,11,-2,1623.88,"1623-11-15 00:00:00"
1623,12,2,1623.96,"1623-12-15 00:00:00"
1624,1,2,1624.04,"1624-1-15 00:00:00"
1624,2,-1,1624.12,"1624-2-15 00:00:00"
1624,3,2,1624.21,"1624-3-15 00:00:00"
1624,4,-1,1624.29,"1624-4-15 00:00:00"
1624,5,-1,1624.38,"1624-5-15 00:00:00"
1624,6,0,1624.46,"1624-6-15 00:00:00"
1624,7,0,1624.54,"1624-7-15 00:00:00"
1624,8,0,1624.62,"1624-8-15 00:00:00"
1624,9,-1,1624.71,"1624-9-15 00:00:00"
1624,10,0,1624.79,"1624-10-15 00:00:00"
1624,11,3,1624.88,"1624-11-15 00:00:00"
1624,12,3,1624.96,"1624-12-15 00:00:00"
1625,1,1,1625.04,"1625-1-15 00:00:00"
1625,2,0,1625.12,"1625-2-15 00:00:00"
1625,3,2,1625.21,"1625-3-15 00:00:00"
1625,4,2,1625.29,"1625-4-15 00:00:00"
1625,5,0,1625.38,"1625-5-15 00:00:00"
1625,6,0,1625.46,"1625-6-15 00:00:00"
1625,7,-1,1625.54,"1625-7-15 00:00:00"
1625,8,-2,1625.62,"1625-8-15 00:00:00"
1625,9,-1,1625.71,"1625-9-15 00:00:00"
1625,10,0,1625.79,"1625-10-15 00:00:00"
1625,11,-1,1625.88,"1625-11-15 00:00:00"
1625,12,-2,1625.96,"1625-12-15 00:00:00"
1626,1,1,1626.04,"1626-1-15 00:00:00"
1626,2,-3,1626.12,"1626-2-15 00:00:00"
1626,3,0,1626.21,"1626-3-15 00:00:00"
1626,4,-1,1626.29,"1626-4-15 00:00:00"
1626,5,-3,1626.38,"1626-5-15 00:00:00"
1626,6,-1,1626.46,"1626-6-15 00:00:00"
1626,7,0,1626.54,"1626-7-15 00:00:00"
1626,8,2,1626.62,"1626-8-15 00:00:00"
1626,9,-3,1626.71,"1626-9-15 00:00:00"
1626,10,-1,1626.79,"1626-10-15 00:00:00"
1626,11,-1,1626.88,"1626-11-15 00:00:00"
1626,12,-1,1626.96,"1626-12-15 00:00:00"
1627,1,3,1627.04,"1627-1-15 00:00:00"
1627,2,1,1627.12,"1627-2-15 00:00:00"
1627,3,-1,1627.21,"1627-3-15 00:00:00"
1627,4,1,1627.29,"1627-4-15 00:00:00"
1627,5,1,1627.38,"1627-5-15 00:00:00"
1627,6,1,1627.46,"1627-6-15 00:00:00"
1627,7,2,1627.54,"1627-7-15 00:00:00"
1627,8,1,1627.62,"1627-8-15 00:00:00"
1627,9,1,1627.71,"1627-9-15 00:00:00"
1627,10,1,1627.79,"1627-10-15 00:00:00"
1627,11,0,1627.88,"1627-11-15 00:00:00"
1627,12,0,1627.96,"1627-12-15 00:00:00"
1628,1,1,1628.04,"1628-1-15 00:00:00"
1628,2,-1,1628.12,"1628-2-15 00:00:00"
1628,3,-2,1628.21,"1628-3-15 00:00:00"
1628,4,1,1628.29,"1628-4-15 00:00:00"
1628,5,0,1628.38,"1628-5-15 00:00:00"
1628,6,0,1628.46,"1628-6-15 00:00:00"
1628,7,1,1628.54,"1628-7-15 00:00:00"
1628,8,-2,1628.62,"1628-8-15 00:00:00"
1628,9,0,1628.71,"1628-9-15 00:00:00"
1628,10,0,1628.79,"1628-10-15 00:00:00"
1628,11,0,1628.88,"1628-11-15 00:00:00"
1628,12,2,1628.96,"1628-12-15 00:00:00"
1629,1,0,1629.04,"1629-1-15 00:00:00"
1629,2,0,1629.12,"1629-2-15 00:00:00"
1629,3,-1,1629.21,"1629-3-15 00:00:00"
1629,4,0,1629.29,"1629-4-15 00:00:00"
1629,5,0,1629.38,"1629-5-15 00:00:00"
1629,6,-2,1629.46,"1629-6-15 00:00:00"
1629,7,1,1629.54,"1629-7-15 00:00:00"
1629,8,-3,1629.62,"1629-8-15 00:00:00"
1629,9,0,1629.71,"1629-9-15 00:00:00"
1629,10,-2,1629.79,"1629-10-15 00:00:00"
1629,11,-2,1629.88,"1629-11-15 00:00:00"
1629,12,1,1629.96,"1629-12-15 00:00:00"
1630,1,-1,1630.04,"1630-1-15 00:00:00"
1630,2,1,1630.12,"1630-2-15 00:00:00"
1630,3,-1,1630.21,"1630-3-15 00:00:00"
1630,4,0,1630.29,"1630-4-15 00:00:00"
1630,5,-1,1630.38,"1630-5-15 00:00:00"
1630,6,-3,1630.46,"1630-6-15 00:00:00"
1630,7,-2,1630.54,"1630-7-15 00:00:00"
1630,8,-3,1630.62,"1630-8-15 00:00:00"
1630,9,0,1630.71,"1630-9-15 00:00:00"
1630,10,1,1630.79,"1630-10-15 00:00:00"
1630,11,-2,1630.88,"1630-11-15 00:00:00"
1630,12,-3,1630.96,"1630-12-15 00:00:00"
1631,1,0,1631.04,"1631-1-15 00:00:00"
1631,2,0,1631.12,"1631-2-15 00:00:00"
1631,3,0,1631.21,"1631-3-15 00:00:00"
1631,4,-2,1631.29,"1631-4-15 00:00:00"
1631,5,-1,1631.38,"1631-5-15 00:00:00"
1631,6,-2,1631.46,"1631-6-15 00:00:00"
1631,7,-2,1631.54,"1631-7-15 00:00:00"
1631,8,-2,1631.62,"1631-8-15 00:00:00"
1631,9,-1,1631.71,"1631-9-15 00:00:00"
1631,10,-3,1631.79,"1631-10-15 00:00:00"
1631,11,-1,1631.88,"1631-11-15 00:00:00"
1631,12,0,1631.96,"1631-12-15 00:00:00"
1632,1,-2,1632.04,"1632-1-15 00:00:00"
1632,2,-1,1632.12,"1632-2-15 00:00:00"
1632,3,-2,1632.21,"1632-3-15 00:00:00"
1632,4,-1,1632.29,"1632-4-15 00:00:00"
1632,5,-2,1632.38,"1632-5-15 00:00:00"
1632,6,0,1632.46,"1632-6-15 00:00:00"
1632,7,-1,1632.54,"1632-7-15 00:00:00"
1632,8,0,1632.62,"1632-8-15 00:00:00"
1632,9,-1,1632.71,"1632-9-15 00:00:00"
1632,10,0,1632.79,"1632-10-15 00:00:00"
1632,11,-3,1632.88,"1632-11-15 00:00:00"
1632,12,0,1632.96,"1632-12-15 00:00:00"
1633,1,-2,1633.04,"1633-1-15 00:00:00"
1633,2,-3,1633.12,"1633-2-15 00:00:00"
1633,3,0,1633.21,"1633-3-15 00:00:00"
1633,4,-1,1633.29,"1633-4-15 00:00:00"
1633,5,-1,1633.38,"1633-5-15 00:00:00"
1633,6,3,1633.46,"1633-6-15 00:00:00"
1633,7,-2,1633.54,"1633-7-15 00:00:00"
1633,8,3,1633.62,"1633-8-15 00:00:00"
1633,9,-2,1633.71,"1633-9-15 00:00:00"
1633,10,0,1633.79,"1633-10-15 00:00:00"
1633,11,0,1633.88,"1633-11-15 00:00:00"
1633,12,1,1633.96,"1633-12-15 00:00:00"
1634,1,1,1634.04,"1634-1-15 00:00:00"
1634,2,0,1634.12,"1634-2-15 00:00:00"
1634,3,-1,1634.21,"1634-3-15 00:00:00"
1634,4,-1,1634.29,"1634-4-15 00:00:00"
1634,5,0,1634.38,"1634-5-15 00:00:00"
1634,6,-2,1634.46,"1634-6-15 00:00:00"
1634,7,-2,1634.54,"1634-7-15 00:00:00"
1634,8,-1,1634.62,"1634-8-15 00:00:00"
1634,9,-3,1634.71,"1634-9-15 00:00:00"
1634,10,-1,1634.79,"1634-10-15 00:00:00"
1634,11,-2,1634.88,"1634-11-15 00:00:00"
1634,12,-3,1634.96,"1634-12-15 00:00:00"
1635,1,-3,1635.04,"1635-1-15 00:00:00"
1635,2,3,1635.12,"1635-2-15 00:00:00"
1635,3,1,1635.21,"1635-3-15 00:00:00"
1635,4,0,1635.29,"1635-4-15 00:00:00"
1635,5,1,1635.38,"1635-5-15 00:00:00"
1635,6,-2,1635.46,"1635-6-15 00:00:00"
1635,7,-1,1635.54,"1635-7-15 00:00:00"
1635,8,1,1635.62,"1635-8-15 00:00:00"
1635,9,0,1635.71,"1635-9-15 00:00:00"
1635,10,-1,1635.79,"1635-10-15 00:00:00"
1635,11,0,1635.88,"1635-11-15 00:00:00"
1635,12,2,1635.96,"1635-12-15 00:00:00"
1636,1,1,1636.04,"1636-1-15 00:00:00"
1636,2,1,1636.12,"1636-2-15 00:00:00"
1636,3,-1,1636.21,"1636-3-15 00:00:00"
1636,4,-3,1636.29,"1636-4-15 00:00:00"
1636,5,-3,1636.38,"1636-5-15 00:00:00"
1636,6,-1,1636.46,"1636-6-15 00:00:00"
1636,7,3,1636.54,"1636-7-15 00:00:00"
1636,8,0,1636.62,"1636-8-15 00:00:00"
1636,9,2,1636.71,"1636-9-15 00:00:00"
1636,10,-1,1636.79,"1636-10-15 00:00:00"
1636,11,2,1636.88,"1636-11-15 00:00:00"
1636,12,0,1636.96,"1636-12-15 00:00:00"
1637,1,-2,1637.04,"1637-1-15 00:00:00"
1637,2,0,1637.12,"1637-2-15 00:00:00"
1637,3,0,1637.21,"1637-3-15 00:00:00"
1637,4,0,1637.29,"1637-4-15 00:00:00"
1637,5,0,1637.38,"1637-5-15 00:00:00"
1637,6,-2,1637.46,"1637-6-15 00:00:00"
1637,7,1,1637.54,"1637-7-15 00:00:00"
1637,8,1,1637.62,"1637-8-15 00:00:00"
1637,9,1,1637.71,"1637-9-15 00:00:00"
1637,10,0,1637.79,"1637-10-15 00:00:00"
1637,11,1,1637.88,"1637-11-15 00:00:00"
1637,12,2,1637.96,"1637-12-15 00:00:00"
1638,1,1,1638.04,"1638-1-15 00:00:00"
1638,2,0,1638.12,"1638-2-15 00:00:00"
1638,3,-2,1638.21,"1638-3-15 00:00:00"
1638,4,0,1638.29,"1638-4-15 00:00:00"
1638,5,-2,1638.38,"1638-5-15 00:00:00"
1638,6,1,1638.46,"1638-6-15 00:00:00"
1638,7,0,1638.54,"1638-7-15 00:00:00"
1638,8,0,1638.62,"1638-8-15 00:00:00"
1638,9,2,1638.71,"1638-9-15 00:00:00"
1638,10,1,1638.79,"1638-10-15 00:00:00"
1638,11,0,1638.88,"1638-11-15 00:00:00"
1638,12,0,1638.96,"1638-12-15 00:00:00"
1639,1,0,1639.04,"1639-1-15 00:00:00"
1639,2,0,1639.12,"1639-2-15 00:00:00"
1639,3,-2,1639.21,"1639-3-15 00:00:00"
1639,4,0,1639.29,"1639-4-15 00:00:00"
1639,5,2,1639.38,"1639-5-15 00:00:00"
1639,6,0,1639.46,"1639-6-15 00:00:00"
1639,7,3,1639.54,"1639-7-15 00:00:00"
1639,8,3,1639.62,"1639-8-15 00:00:00"
1639,9,-1,1639.71,"1639-9-15 00:00:00"
1639,10,-3,1639.79,"1639-10-15 00:00:00"
1639,11,0,1639.88,"1639-11-15 00:00:00"
1639,12,1,1639.96,"1639-12-15 00:00:00"
1640,1,0,1640.04,"1640-1-15 00:00:00"
1640,2,2,1640.12,"1640-2-15 00:00:00"
1640,3,1,1640.21,"1640-3-15 00:00:00"
1640,4,3,1640.29,"1640-4-15 00:00:00"
1640,5,2,1640.38,"1640-5-15 00:00:00"
1640,6,0,1640.46,"1640-6-15 00:00:00"
1640,7,1,1640.54,"1640-7-15 00:00:00"
1640,8,0,1640.62,"1640-8-15 00:00:00"
1640,9,-1,1640.71,"1640-9-15 00:00:00"
1640,10,3,1640.79,"1640-10-15 00:00:00"
1640,11,3,1640.88,"1640-11-15 00:00:00"
1640,12,-1,1640.96,"1640-12-15 00:00:00"
1641,1,0,1641.04,"1641-1-15 00:00:00"
1641,2,2,1641.12,"1641-2-15 00:00:00"
1641,3,0,1641.21,"1641-3-15 00:00:00"
1641,4,1,1641.29,"1641-4-15 00:00:00"
1641,5,0,1641.38,"1641-5-15 00:00:00"
1641,6,0,1641.46,"1641-6-15 00:00:00"
1641,7,1,1641.54,"1641-7-15 00:00:00"
1641,8,0,1641.62,"1641-8-15 00:00:00"
1641,9,-1,1641.71,"1641-9-15 00:00:00"
1641,10,-1,1641.79,"1641-10-15 00:00:00"
1641,11,2,1641.88,"1641-11-15 00:00:00"
1641,12,1,1641.96,"1641-12-15 00:00:00"
1642,1,-2,1642.04,"1642-1-15 00:00:00"
1642,2,2,1642.12,"1642-2-15 00:00:00"
1642,3,-1,1642.21,"1642-3-15 00:00:00"
1642,4,0,1642.29,"1642-4-15 00:00:00"
1642,5,0,1642.38,"1642-5-15 00:00:00"
1642,6,0,1642.46,"1642-6-15 00:00:00"
1642,7,1,1642.54,"1642-7-15 00:00:00"
1642,8,-1,1642.62,"1642-8-15 00:00:00"
1642,9,-1,1642.71,"1642-9-15 00:00:00"
1642,10,1,1642.79,"1642-10-15 00:00:00"
1642,11,-1,1642.88,"1642-11-15 00:00:00"
1642,12,-2,1642.96,"1642-12-15 00:00:00"
1643,1,2,1643.04,"1643-1-15 00:00:00"
1643,2,1,1643.12,"1643-2-15 00:00:00"
1643,3,0,1643.21,"1643-3-15 00:00:00"
1643,4,0,1643.29,"1643-4-15 00:00:00"
1643,5,0,1643.38,"1643-5-15 00:00:00"
1643,6,0,1643.46,"1643-6-15 00:00:00"
1643,7,0,1643.54,"1643-7-15 00:00:00"
1643,8,0,1643.62,"1643-8-15 00:00:00"
1643,9,3,1643.71,"1643-9-15 00:00:00"
1643,10,-1,1643.79,"1643-10-15 00:00:00"
1643,11,0,1643.88,"1643-11-15 00:00:00"
1643,12,-2,1643.96,"1643-12-15 00:00:00"
1644,1,-2,1644.04,"1644-1-15 00:00:00"
1644,2,2,1644.12,"1644-2-15 00:00:00"
1644,3,0,1644.21,"1644-3-15 00:00:00"
1644,4,-2,1644.29,"1644-4-15 00:00:00"
1644,5,1,1644.38,"1644-5-15 00:00:00"
1644,6,2,1644.46,"1644-6-15 00:00:00"
1644,7,-2,1644.54,"1644-7-15 00:00:00"
1644,8,1,1644.62,"1644-8-15 00:00:00"
1644,9,1,1644.71,"1644-9-15 00:00:00"
1644,10,2,1644.79,"1644-10-15 00:00:00"
1644,11,0,1644.88,"1644-11-15 00:00:00"
1644,12,0,1644.96,"1644-12-15 00:00:00"
1645,1,0,1645.04,"1645-1-15 00:00:00"
1645,2,-1,1645.12,"1645-2-15 00:00:00"
1645,3,0,1645.21,"1645-3-15 00:00:00"
1645,4,0,1645.29,"1645-4-15 00:00:00"
1645,5,0,1645.38,"1645-5-15 00:00:00"
1645,6,0,1645.46,"1645-6-15 00:00:00"
1645,7,1,1645.54,"1645-7-15 00:00:00"
1645,8,1,1645.62,"1645-8-15 00:00:00"
1645,9,2,1645.71,"1645-9-15 00:00:00"
1645,10,0,1645.79,"1645-10-15 00:00:00"
1645,11,0,1645.88,"1645-11-15 00:00:00"
1645,12,0,1645.96,"1645-12-15 00:00:00"
1646,1,-1,1646.04,"1646-1-15 00:00:00"
1646,2,-1,1646.12,"1646-2-15 00:00:00"
1646,3,1,1646.21,"1646-3-15 00:00:00"
1646,4,3,1646.29,"1646-4-15 00:00:00"
1646,5,0,1646.38,"1646-5-15 00:00:00"
1646,6,3,1646.46,"1646-6-15 00:00:00"
1646,7,-1,1646.54,"1646-7-15 00:00:00"
1646,8,1,1646.62,"1646-8-15 00:00:00"
1646,9,2,1646.71,"1646-9-15 00:00:00"
1646,10,3,1646.79,"1646-10-15 00:00:00"
1646,11,0,1646.88,"1646-11-15 00:00:00"
1646,12,2,1646.96,"1646-12-15 00:00:00"
1647,1,1,1647.04,"1647-1-15 00:00:00"
1647,2,-3,1647.12,"1647-2-15 00:00:00"
1647,3,-2,1647.21,"1647-3-15 00:00:00"
1647,4,1,1647.29,"1647-4-15 00:00:00"
1647,5,1,1647.38,"1647-5-15 00:00:00"
1647,6,1,1647.46,"1647-6-15 00:00:00"
1647,7,1,1647.54,"1647-7-15 00:00:00"
1647,8,2,1647.62,"1647-8-15 00:00:00"
1647,9,0,1647.71,"1647-9-15 00:00:00"
1647,10,0,1647.79,"1647-10-15 00:00:00"
1647,11,0,1647.88,"1647-11-15 00:00:00"
1647,12,0,1647.96,"1647-12-15 00:00:00"
1648,1,-1,1648.04,"1648-1-15 00:00:00"
1648,2,1,1648.12,"1648-2-15 00:00:00"
1648,3,3,1648.21,"1648-3-15 00:00:00"
1648,4,0,1648.29,"1648-4-15 00:00:00"
1648,5,2,1648.38,"1648-5-15 00:00:00"
1648,6,1,1648.46,"1648-6-15 00:00:00"
1648,7,2,1648.54,"1648-7-15 00:00:00"
1648,8,3,1648.62,"1648-8-15 00:00:00"
1648,9,2,1648.71,"1648-9-15 00:00:00"
1648,10,0,1648.79,"1648-10-15 00:00:00"
1648,11,3,1648.88,"1648-11-15 00:00:00"
1648,12,-3,1648.96,"1648-12-15 00:00:00"
1649,1,1,1649.04,"1649-1-15 00:00:00"
1649,2,-1,1649.12,"1649-2-15 00:00:00"
1649,3,2,1649.21,"1649-3-15 00:00:00"
1649,4,-1,1649.29,"1649-4-15 00:00:00"
1649,5,2,1649.38,"1649-5-15 00:00:00"
1649,6,0,1649.46,"1649-6-15 00:00:00"
1649,7,-1,1649.54,"1649-7-15 00:00:00"
1649,8,1,1649.62,"1649-8-15 00:00:00"
1649,9,0,1649.71,"1649-9-15 00:00:00"
1649,10,3,1649.79,"1649-10-15 00:00:00"
1649,11,0,1649.88,"1649-11-15 00:00:00"
1649,12,0,1649.96,"1649-12-15 00:00:00"
1650,1,2,1650.04,"1650-1-15 00:00:00"
1650,2,0,1650.12,"1650-2-15 00:00:00"
1650,3,3,1650.21,"1650-3-15 00:00:00"
1650,4,0,1650.29,"1650-4-15 00:00:00"
1650,5,3,1650.38,"1650-5-15 00:00:00"
1650,6,2,1650.46,"1650-6-15 00:00:00"
1650,7,2,1650.54,"1650-7-15 00:00:00"
1650,8,-1,1650.62,"1650-8-15 00:00:00"
1650,9,3,1650.71,"1650-9-15 00:00:00"
1650,10,2,1650.79,"1650-10-15 00:00:00"
1650,11,0,1650.88,"1650-11-15 00:00:00"
1650,12,1,1650.96,"1650-12-15 00:00:00"
1651,1,2,1651.04,"1651-1-15 00:00:00"
1651,2,2,1651.12,"1651-2-15 00:00:00"
1651,3,2,1651.21,"1651-3-15 00:00:00"
1651,4,1,1651.29,"1651-4-15 00:00:00"
1651,5,1,1651.38,"1651-5-15 00:00:00"
1651,6,1,1651.46,"1651-6-15 00:00:00"
1651,7,0,1651.54,"1651-7-15 00:00:00"
1651,8,0,1651.62,"1651-8-15 00:00:00"
1651,9,2,1651.71,"1651-9-15 00:00:00"
1651,10,2,1651.79,"1651-10-15 00:00:00"
1651,11,2,1651.88,"1651-11-15 00:00:00"
1651,12,1,1651.96,"1651-12-15 00:00:00"
1652,1,0,1652.04,"1652-1-15 00:00:00"
1652,2,0,1652.12,"1652-2-15 00:00:00"
1652,3,-2,1652.21,"1652-3-15 00:00:00"
1652,4,-2,1652.29,"1652-4-15 00:00:00"
1652,5,-3,1652.38,"1652-5-15 00:00:00"
1652,6,-1,1652.46,"1652-6-15 00:00:00"
1652,7,2,1652.54,"1652-7-15 00:00:00"
1652,8,-1,1652.62,"1652-8-15 00:00:00"
1652,9,1,1652.71,"1652-9-15 00:00:00"
1652,10,0,1652.79,"1652-10-15 00:00:00"
1652,11,1,1652.88,"1652-11-15 00:00:00"
1652,12,0,1652.96,"1652-12-15 00:00:00"
1653,1,-1,1653.04,"1653-1-15 00:00:00"
1653,2,1,1653.12,"1653-2-15 00:00:00"
1653,3,1,1653.21,"1653-3-15 00:00:00"
1653,4,-2,1653.29,"1653-4-15 00:00:00"
1653,5,-2,1653.38,"1653-5-15 00:00:00"
1653,6,-2,1653.46,"1653-6-15 00:00:00"
1653,7,-2,1653.54,"1653-7-15 00:00:00"
1653,8,-1,1653.62,"1653-8-15 00:00:00"
1653,9,2,1653.71,"1653-9-15 00:00:00"
1653,10,0,1653.79,"1653-10-15 00:00:00"
1653,11,1,1653.88,"1653-11-15 00:00:00"
1653,12,1,1653.96,"1653-12-15 00:00:00"
1654,1,-1,1654.04,"1654-1-15 00:00:00"
1654,2,-2,1654.12,"1654-2-15 00:00:00"
1654,3,0,1654.21,"1654-3-15 00:00:00"
1654,4,0,1654.29,"1654-4-15 00:00:00"
1654,5,0,1654.38,"1654-5-15 00:00:00"
1654,6,1,1654.46,"1654-6-15 00:00:00"
1654,7,1,1654.54,"1654-7-15 00:00:00"
1654,8,1,1654.62,"1654-8-15 00:00:00"
1654,9,-1,1654.71,"1654-9-15 00:00:00"
1654,10,-1,1654.79,"1654-10-15 00:00:00"
1654,11,-1,1654.88,"1654-11-15 00:00:00"
1654,12,1,1654.96,"1654-12-15 00:00:00"
1655,1,1,1655.04,"1655-1-15 00:00:00"
1655,2,2,1655.12,"1655-2-15 00:00:00"
1655,3,1,1655.21,"1655-3-15 00:00:00"
1655,4,-1,1655.29,"1655-4-15 00:00:00"
1655,5,-1,1655.38,"1655-5-15 00:00:00"
1655,6,1,1655.46,"1655-6-15 00:00:00"
1655,7,2,1655.54,"1655-7-15 00:00:00"
1655,8,0,1655.62,"1655-8-15 00:00:00"
1655,9,0,1655.71,"1655-9-15 00:00:00"
1655,10,0,1655.79,"1655-10-15 00:00:00"
1655,11,0,1655.88,"1655-11-15 00:00:00"
1655,12,1,1655.96,"1655-12-15 00:00:00"
1656,1,1,1656.04,"1656-1-15 00:00:00"
1656,2,0,1656.12,"1656-2-15 00:00:00"
1656,3,0,1656.21,"1656-3-15 00:00:00"
1656,4,1,1656.29,"1656-4-15 00:00:00"
1656,5,-1,1656.38,"1656-5-15 00:00:00"
1656,6,1,1656.46,"1656-6-15 00:00:00"
1656,7,-2,1656.54,"1656-7-15 00:00:00"
1656,8,-3,1656.62,"1656-8-15 00:00:00"
1656,9,0,1656.71,"1656-9-15 00:00:00"
1656,10,0,1656.79,"1656-10-15 00:00:00"
1656,11,1,1656.88,"1656-11-15 00:00:00"
1656,12,2,1656.96,"1656-12-15 00:00:00"
1657,1,1,1657.04,"1657-1-15 00:00:00"
1657,2,0,1657.12,"1657-2-15 00:00:00"
1657,3,0,1657.21,"1657-3-15 00:00:00"
1657,4,-1,1657.29,"1657-4-15 00:00:00"
1657,5,-1,1657.38,"1657-5-15 00:00:00"
1657,6,-2,1657.46,"1657-6-15 00:00:00"
1657,7,-1,1657.54,"1657-7-15 00:00:00"
1657,8,1,1657.62,"1657-8-15 00:00:00"
1657,9,2,1657.71,"1657-9-15 00:00:00"
1657,10,1,1657.79,"1657-10-15 00:00:00"
1657,11,1,1657.88,"1657-11-15 00:00:00"
1657,12,1,1657.96,"1657-12-15 00:00:00"
1658,1,2,1658.04,"1658-1-15 00:00:00"
1658,2,2,1658.12,"1658-2-15 00:00:00"
1658,3,0,1658.21,"1658-3-15 00:00:00"
1658,4,2,1658.29,"1658-4-15 00:00:00"
1658,5,1,1658.38,"1658-5-15 00:00:00"
1658,6,1,1658.46,"1658-6-15 00:00:00"
1658,7,0,1658.54,"1658-7-15 00:00:00"
1658,8,-1,1658.62,"1658-8-15 00:00:00"
1658,9,0,1658.71,"1658-9-15 00:00:00"
1658,10,0,1658.79,"1658-10-15 00:00:00"
1658,11,1,1658.88,"1658-11-15 00:00:00"
1658,12,1,1658.96,"1658-12-15 00:00:00"
1659,1,1,1659.04,"1659-1-15 00:00:00"
1659,2,1,1659.12,"1659-2-15 00:00:00"
1659,3,-1,1659.21,"1659-3-15 00:00:00"
1659,4,0,1659.29,"1659-4-15 00:00:00"
1659,5,-1,1659.38,"1659-5-15 00:00:00"
1659,6,0,1659.46,"1659-6-15 00:00:00"
1659,7,0,1659.54,"1659-7-15 00:00:00"
1659,8,2,1659.62,"1659-8-15 00:00:00"
1659,9,2,1659.71,"1659-9-15 00:00:00"
1659,10,0,1659.79,"1659-10-15 00:00:00"
1659,11,0,1659.88,"1659-11-15 00:00:00"
1659,12,0,1659.96,"1659-12-15 00:00:00"
1660,1,1,1660.04,"1660-1-15 00:00:00"
1660,2,0,1660.12,"1660-2-15 00:00:00"
1660,3,-1,1660.21,"1660-3-15 00:00:00"
1660,4,0,1660.29,"1660-4-15 00:00:00"
1660,5,0,1660.38,"1660-5-15 00:00:00"
1660,6,1,1660.46,"1660-6-15 00:00:00"
1660,7,-1,1660.54,"1660-7-15 00:00:00"
1660,8,-2,1660.62,"1660-8-15 00:00:00"
1660,9,-2,1660.71,"1660-9-15 00:00:00"
1660,10,0,1660.79,"1660-10-15 00:00:00"
1660,11,-1,1660.88,"1660-11-15 00:00:00"
1660,12,1,1660.96,"1660-12-15 00:00:00"
1661,1,1,1661.04,"1661-1-15 00:00:00"
1661,2,1,1661.12,"1661-2-15 00:00:00"
1661,3,-2,1661.21,"1661-3-15 00:00:00"
1661,4,-1,1661.29,"1661-4-15 00:00:00"
1661,5,-1,1661.38,"1661-5-15 00:00:00"
1661,6,-1,1661.46,"1661-6-15 00:00:00"
1661,7,-2,1661.54,"1661-7-15 00:00:00"
1661,8,2,1661.62,"1661-8-15 00:00:00"
1661,9,0,1661.71,"1661-9-15 00:00:00"
1661,10,1,1661.79,"1661-10-15 00:00:00"
1661,11,-1,1661.88,"1661-11-15 00:00:00"
1661,12,0,1661.96,"1661-12-15 00:00:00"
1662,1,0,1662.04,"1662-1-15 00:00:00"
1662,2,1,1662.12,"1662-2-15 00:00:00"
1662,3,0,1662.21,"1662-3-15 00:00:00"
1662,4,0,1662.29,"1662-4-15 00:00:00"
1662,5,0,1662.38,"1662-5-15 00:00:00"
1662,6,1,1662.46,"1662-6-15 00:00:00"
1662,7,0,1662.54,"1662-7-15 00:00:00"
1662,8,-1,1662.62,"1662-8-15 00:00:00"
1662,9,0,1662.71,"1662-9-15 00:00:00"
1662,10,0,1662.79,"1662-10-15 00:00:00"
1662,11,1,1662.88,"1662-11-15 00:00:00"
1662,12,0,1662.96,"1662-12-15 00:00:00"
1663,1,1,1663.04,"1663-1-15 00:00:00"
1663,2,1,1663.12,"1663-2-15 00:00:00"
1663,3,-1,1663.21,"1663-3-15 00:00:00"
